 0.0000000e+00   1.0000000e+00
 3.1410759e-02   9.9950656e-01
 6.2790520e-02   9.9802673e-01
 9.4108313e-02   9.9556196e-01
 1.2533323e-01   9.9211470e-01
 1.5643447e-01   9.8768834e-01
 1.8738131e-01   9.8228725e-01
 2.1814324e-01   9.7591676e-01
 2.4868989e-01   9.6858316e-01
 2.7899111e-01   9.6029369e-01
 3.0901699e-01   9.5105652e-01
 3.3873792e-01   9.4088077e-01
 3.6812455e-01   9.2977649e-01
 3.9714789e-01   9.1775463e-01
 4.2577929e-01   9.0482705e-01
 4.5399050e-01   8.9100652e-01
 4.8175367e-01   8.7630668e-01
 5.0904142e-01   8.6074203e-01
 5.3582679e-01   8.4432793e-01
 5.6208338e-01   8.2708057e-01
 5.8778525e-01   8.0901699e-01
 6.1290705e-01   7.9015501e-01
 6.3742399e-01   7.7051324e-01
 6.6131187e-01   7.5011107e-01
 6.8454711e-01   7.2896863e-01
 7.0710678e-01   7.0710678e-01
 7.2896863e-01   6.8454711e-01
 7.5011107e-01   6.6131187e-01
 7.7051324e-01   6.3742399e-01
 7.9015501e-01   6.1290705e-01
 8.0901699e-01   5.8778525e-01
 8.2708057e-01   5.6208338e-01
 8.4432793e-01   5.3582679e-01
 8.6074203e-01   5.0904142e-01
 8.7630668e-01   4.8175367e-01
 8.9100652e-01   4.5399050e-01
 9.0482705e-01   4.2577929e-01
 9.1775463e-01   3.9714789e-01
 9.2977649e-01   3.6812455e-01
 9.4088077e-01   3.3873792e-01
 9.5105652e-01   3.0901699e-01
 9.6029369e-01   2.7899111e-01
 9.6858316e-01   2.4868989e-01
 9.7591676e-01   2.1814324e-01
 9.8228725e-01   1.8738131e-01
 9.8768834e-01   1.5643447e-01
 9.9211470e-01   1.2533323e-01
 9.9556196e-01   9.4108313e-02
 9.9802673e-01   6.2790520e-02
 9.9950656e-01   3.1410759e-02
 1.0000000e+00  -1.6081226e-16
 9.9950656e-01  -3.1410759e-02
 9.9802673e-01  -6.2790520e-02
 9.9556196e-01  -9.4108313e-02
 9.9211470e-01  -1.2533323e-01
 9.8768834e-01  -1.5643447e-01
 9.8228725e-01  -1.8738131e-01
 9.7591676e-01  -2.1814324e-01
 9.6858316e-01  -2.4868989e-01
 9.6029369e-01  -2.7899111e-01
 9.5105652e-01  -3.0901699e-01
 9.4088077e-01  -3.3873792e-01
 9.2977649e-01  -3.6812455e-01
 9.1775463e-01  -3.9714789e-01
 9.0482705e-01  -4.2577929e-01
 8.9100652e-01  -4.5399050e-01
 8.7630668e-01  -4.8175367e-01
 8.6074203e-01  -5.0904142e-01
 8.4432793e-01  -5.3582679e-01
 8.2708057e-01  -5.6208338e-01
 8.0901699e-01  -5.8778525e-01
 7.9015501e-01  -6.1290705e-01
 7.7051324e-01  -6.3742399e-01
 7.5011107e-01  -6.6131187e-01
 7.2896863e-01  -6.8454711e-01
 7.0710678e-01  -7.0710678e-01
 6.8454711e-01  -7.2896863e-01
 6.6131187e-01  -7.5011107e-01
 6.3742399e-01  -7.7051324e-01
 6.1290705e-01  -7.9015501e-01
 5.8778525e-01  -8.0901699e-01
 5.6208338e-01  -8.2708057e-01
 5.3582679e-01  -8.4432793e-01
 5.0904142e-01  -8.6074203e-01
 4.8175367e-01  -8.7630668e-01
 4.5399050e-01  -8.9100652e-01
 4.2577929e-01  -9.0482705e-01
 3.9714789e-01  -9.1775463e-01
 3.6812455e-01  -9.2977649e-01
 3.3873792e-01  -9.4088077e-01
 3.0901699e-01  -9.5105652e-01
 2.7899111e-01  -9.6029369e-01
 2.4868989e-01  -9.6858316e-01
 2.1814324e-01  -9.7591676e-01
 1.8738131e-01  -9.8228725e-01
 1.5643447e-01  -9.8768834e-01
 1.2533323e-01  -9.9211470e-01
 9.4108313e-02  -9.9556196e-01
 6.2790520e-02  -9.9802673e-01
 3.1410759e-02  -9.9950656e-01
-3.2162453e-16  -1.0000000e+00
-3.1410759e-02  -9.9950656e-01
-6.2790520e-02  -9.9802673e-01
-9.4108313e-02  -9.9556196e-01
-1.2533323e-01  -9.9211470e-01
-1.5643447e-01  -9.8768834e-01
-1.8738131e-01  -9.8228725e-01
-2.1814324e-01  -9.7591676e-01
-2.4868989e-01  -9.6858316e-01
-2.7899111e-01  -9.6029369e-01
-3.0901699e-01  -9.5105652e-01
-3.3873792e-01  -9.4088077e-01
-3.6812455e-01  -9.2977649e-01
-3.9714789e-01  -9.1775463e-01
-4.2577929e-01  -9.0482705e-01
-4.5399050e-01  -8.9100652e-01
-4.8175367e-01  -8.7630668e-01
-5.0904142e-01  -8.6074203e-01
-5.3582679e-01  -8.4432793e-01
-5.6208338e-01  -8.2708057e-01
-5.8778525e-01  -8.0901699e-01
-6.1290705e-01  -7.9015501e-01
-6.3742399e-01  -7.7051324e-01
-6.6131187e-01  -7.5011107e-01
-6.8454711e-01  -7.2896863e-01
-7.0710678e-01  -7.0710678e-01
-7.2896863e-01  -6.8454711e-01
-7.5011107e-01  -6.6131187e-01
-7.7051324e-01  -6.3742399e-01
-7.9015501e-01  -6.1290705e-01
-8.0901699e-01  -5.8778525e-01
-8.2708057e-01  -5.6208338e-01
-8.4432793e-01  -5.3582679e-01
-8.6074203e-01  -5.0904142e-01
-8.7630668e-01  -4.8175367e-01
-8.9100652e-01  -4.5399050e-01
-9.0482705e-01  -4.2577929e-01
-9.1775463e-01  -3.9714789e-01
-9.2977649e-01  -3.6812455e-01
-9.4088077e-01  -3.3873792e-01
-9.5105652e-01  -3.0901699e-01
-9.6029369e-01  -2.7899111e-01
-9.6858316e-01  -2.4868989e-01
-9.7591676e-01  -2.1814324e-01
-9.8228725e-01  -1.8738131e-01
-9.8768834e-01  -1.5643447e-01
-9.9211470e-01  -1.2533323e-01
-9.9556196e-01  -9.4108313e-02
-9.9802673e-01  -6.2790520e-02
-9.9950656e-01  -3.1410759e-02
-1.0000000e+00  -1.8369702e-16
-9.9950656e-01   3.1410759e-02
-9.9802673e-01   6.2790520e-02
-9.9556196e-01   9.4108313e-02
-9.9211470e-01   1.2533323e-01
-9.8768834e-01   1.5643447e-01
-9.8228725e-01   1.8738131e-01
-9.7591676e-01   2.1814324e-01
-9.6858316e-01   2.4868989e-01
-9.6029369e-01   2.7899111e-01
-9.5105652e-01   3.0901699e-01
-9.4088077e-01   3.3873792e-01
-9.2977649e-01   3.6812455e-01
-9.1775463e-01   3.9714789e-01
-9.0482705e-01   4.2577929e-01
-8.9100652e-01   4.5399050e-01
-8.7630668e-01   4.8175367e-01
-8.6074203e-01   5.0904142e-01
-8.4432793e-01   5.3582679e-01
-8.2708057e-01   5.6208338e-01
-8.0901699e-01   5.8778525e-01
-7.9015501e-01   6.1290705e-01
-7.7051324e-01   6.3742399e-01
-7.5011107e-01   6.6131187e-01
-7.2896863e-01   6.8454711e-01
-7.0710678e-01   7.0710678e-01
-6.8454711e-01   7.2896863e-01
-6.6131187e-01   7.5011107e-01
-6.3742399e-01   7.7051324e-01
-6.1290705e-01   7.9015501e-01
-5.8778525e-01   8.0901699e-01
-5.6208338e-01   8.2708057e-01
-5.3582679e-01   8.4432793e-01
-5.0904142e-01   8.6074203e-01
-4.8175367e-01   8.7630668e-01
-4.5399050e-01   8.9100652e-01
-4.2577929e-01   9.0482705e-01
-3.9714789e-01   9.1775463e-01
-3.6812455e-01   9.2977649e-01
-3.3873792e-01   9.4088077e-01
-3.0901699e-01   9.5105652e-01
-2.7899111e-01   9.6029369e-01
-2.4868989e-01   9.6858316e-01
-2.1814324e-01   9.7591676e-01
-1.8738131e-01   9.8228725e-01
-1.5643447e-01   9.8768834e-01
-1.2533323e-01   9.9211470e-01
-9.4108313e-02   9.9556196e-01
-6.2790520e-02   9.9802673e-01
-3.1410759e-02   9.9950656e-01
 6.4324906e-16   1.0000000e+00
 3.1410759e-02   9.9950656e-01
 6.2790520e-02   9.9802673e-01
 9.4108313e-02   9.9556196e-01
 1.2533323e-01   9.9211470e-01
 1.5643447e-01   9.8768834e-01
 1.8738131e-01   9.8228725e-01
 2.1814324e-01   9.7591676e-01
 2.4868989e-01   9.6858316e-01
 2.7899111e-01   9.6029369e-01
 3.0901699e-01   9.5105652e-01
 3.3873792e-01   9.4088077e-01
 3.6812455e-01   9.2977649e-01
 3.9714789e-01   9.1775463e-01
 4.2577929e-01   9.0482705e-01
 4.5399050e-01   8.9100652e-01
 4.8175367e-01   8.7630668e-01
 5.0904142e-01   8.6074203e-01
 5.3582679e-01   8.4432793e-01
 5.6208338e-01   8.2708057e-01
 5.8778525e-01   8.0901699e-01
 6.1290705e-01   7.9015501e-01
 6.3742399e-01   7.7051324e-01
 6.6131187e-01   7.5011107e-01
 6.8454711e-01   7.2896863e-01
 7.0710678e-01   7.0710678e-01
 7.2896863e-01   6.8454711e-01
